gia_ban,loai_hinh,dien_tich_dat,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,duong_lon,vi_tri_dat,garage,san_vuon,hai_mat_tien,view,vi_tri_trung_tam,truong_hoc,san_bay,benh_vien,sieu_thi,giao_thong,giai_tri,dia_diem_dac_biet,phuong,gia_m2_tham_khao
28000000000.0,"Nhà mặt phố, mặt tiền",140.0,Đã có sổ,4.0,1.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,7.1,False,False,False,False,False,False,True,True,False,False,True,True,False,True,Phường Thạnh Mỹ Tây,150.91
3900000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,124.29
4480000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,147.5
7850000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,4.0,4.0,Nội thất đầy đủ,Nhà nở hậu,4.0,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Phường Gia Định,180.95
6600000000.0,"Nhà ngõ, hẻm",26.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,Phường Bình Thạnh,147.5
3600000000.0,"Nhà ngõ, hẻm",37.0,Đã có sổ,4.0,4.0,2.0,Hoàn thiện cơ bản,Nhà nở hậu,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,170.0
8800000000.0,"Nhà ngõ, hẻm",80.0,Đã có sổ,4.0,5.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.0
3980000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Thông thường,4.0,True,False,False,True,False,False,True,True,False,True,True,False,False,False,Phường Gia Định,170.64
17500000000.0,"Nhà mặt phố, mặt tiền",110.0,Đã có sổ,5.0,6.0,3.0,Hoàn thiện cơ bản,Thông thường,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,163.92
6800000000.0,"Nhà mặt phố, mặt tiền",24.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Gia Định,170.0
4400000000.0,"Nhà ngõ, hẻm",40.4,Đã có sổ,3.0,2.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,3.23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Gia Định,139.53
7150000000.0,"Nhà ngõ, hẻm",30.5,Đã có sổ,3.0,4.0,4.0,Nội thất cao cấp,Hẻm xe hơi,6.3,True,False,False,True,False,False,True,False,True,False,False,False,False,False,Phường Bình Lợi Trung,135.76
4980000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.0,True,True,False,False,False,True,True,True,False,False,False,False,False,True,Phường Thạnh Mỹ Tây,157.89
3900000000.0,"Nhà ngõ, hẻm",50.4,Đã có sổ,2.0,3.0,2.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.0,True,False,False,False,False,False,False,True,False,True,True,False,False,False,Phường Bình Thạnh,147.06
4980000000.0,"Nhà ngõ, hẻm",32.8,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Hẻm xe hơi,4.0,True,True,False,False,False,True,True,True,False,False,False,False,False,True,Phường Thạnh Mỹ Tây,176.33
5520000000.0,"Nhà ngõ, hẻm",64.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.05
3980000000.0,"Nhà ngõ, hẻm",19.5,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,124.29
4350000000.0,"Nhà ngõ, hẻm",18.0,Đã có sổ,2.0,3.0,4.0,Nội thất đầy đủ,Thông thường,3.5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Bình Lợi Trung,157.6
3100000000.0,"Nhà ngõ, hẻm",21.0,Đã có sổ,1.0,2.0,2.0,Nội thất cao cấp,Thông thường,3.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,146.5
4099999999.9999995,"Nhà ngõ, hẻm",23.0,Đã có sổ,2.0,3.0,4.0,Nội thất đầy đủ,Thông thường,4.3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Phường Bình Thạnh,121.06
6860000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,5.0,3.0,4.0,Nội thất đầy đủ,Nhà nở hậu,3.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,157.6
2200000000.0,"Nhà ngõ, hẻm",15.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Nhà nở hậu,4.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Phường Bình Lợi Trung,132.73
8600000000.0,"Nhà ngõ, hẻm",120.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Nhà dính quy hoạch / lộ giới,4.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,135.76
6450000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,2.0,1.0,1.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,145.23
7500000000.0,"Nhà ngõ, hẻm",77.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Nhà dính quy hoạch / lộ giới,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,140.91
3000000000.0,"Nhà ngõ, hẻm",18.0,Đã có sổ,1.0,1.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,132.73
13000000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,6.0,5.0,4.0,Không rõ,Hẻm xe hơi,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,147.06
6700000000.0,"Nhà mặt phố, mặt tiền",32.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,4.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,170.0
15000000000.0,"Nhà ngõ, hẻm",110.0,Đã có sổ,10.0,6.0,5.0,Nội thất cao cấp,Hẻm xe hơi,3.7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Bình Lợi Trung,132.73
5450000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,2.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Phường Gia Định,107.78
5650000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.2,True,False,False,True,False,False,True,False,True,False,False,False,False,False,Phường Bình Lợi Trung,151.05
4350000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,5.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,175.0
4590000000.0,"Nhà ngõ, hẻm",25.0,Chưa xác định,2.0,3.0,3.0,Không rõ,Thông thường,4.0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,Phường Gia Định,175.0
6000000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,4.0,5.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,135.76
8000000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.3,True,True,False,False,False,False,False,False,False,False,True,False,False,False,Phường Bình Thạnh,147.06
5900000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,2.0,2.0,2.0,Hoàn thiện cơ bản,Thông thường,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,170.0
8750000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,10.0,6.0,3.0,Không rõ,Nhà nở hậu,4.7,True,False,False,True,False,False,False,False,False,False,True,False,False,False,Phường Bình Lợi Trung,132.73
10900000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.0,False,False,False,True,False,False,True,True,True,True,True,False,False,False,Phường Bình Thạnh,110.0
6350000000.0,"Nhà ngõ, hẻm",72.0,Đã có sổ,5.0,3.0,2.0,Không rõ,Thông thường,4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,162.57
7300000000.0,"Nhà ngõ, hẻm",54.0,Đã có sổ,3.0,2.0,2.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.05
17100000000.000002,Nhà phố liền kề,120.0,Đã có sổ,5.0,3.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,6.0,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Phường Bình Lợi Trung,151.05
8750000000.0,"Nhà mặt phố, mặt tiền",50.0,Đã có sổ,4.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,Phường Bình Thạnh,147.5
3100000000.0,"Nhà ngõ, hẻm",22.0,Đã có sổ,1.0,2.0,2.0,Không rõ,Thông thường,3.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,176.33
5250000000.0,"Nhà ngõ, hẻm",32.1,Đã có sổ,2.0,2.0,2.0,Không rõ,Nhà nở hậu,2.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.91
4550000000.0,"Nhà ngõ, hẻm",26.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,Phường Thạnh Mỹ Tây,157.89
12900000000.0,"Nhà ngõ, hẻm",100.0,Đã có sổ,4.0,5.0,4.0,Không rõ,Hẻm xe hơi,6.6,True,False,False,True,False,True,False,False,False,False,False,False,True,False,Phường Bình Thạnh,171.74
6300000000.0,"Nhà ngõ, hẻm",51.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hẻm xe hơi,2.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.91
5400000000.0,"Nhà ngõ, hẻm",47.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,3.7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,149.31
3600000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,3.0,2.0,Bàn giao thô,Nhà nở hậu,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,170.0
3980000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Thông thường,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,124.29
11500000000.0,"Nhà ngõ, hẻm",86.0,Đã có sổ,4.0,4.0,2.0,Nội thất cao cấp,Nhà nở hậu,3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Bình Thạnh,147.5
4800000000.0,"Nhà ngõ, hẻm",28.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Hẻm xe hơi,3.8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,Phường Gia Định,170.0
5000000000.0,"Nhà ngõ, hẻm",48.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,170.64
4980000000.0,"Nhà ngõ, hẻm",32.8,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Hẻm xe hơi,4.0,True,True,False,False,False,True,True,True,False,False,False,False,False,True,Phường Thạnh Mỹ Tây,157.89
8950000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,4.0,6.0,5.0,Nội thất cao cấp,Hẻm xe hơi,3.25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,139.53
8500000000.0,"Nhà ngõ, hẻm",93.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Bình Lợi Trung,151.03
7500000000.0,"Nhà ngõ, hẻm",101.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Nhà dính quy hoạch / lộ giới,4.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,110.0
3830000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Nhà dính quy hoạch / lộ giới,5.0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,Phường Bình Lợi Trung,162.57
13500000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,3.0,4.0,6.0,Nội thất đầy đủ,Hẻm xe hơi,4.5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,170.0
14000000000.0,"Nhà mặt phố, mặt tiền",53.6,Đã có sổ,3.0,1.0,3.0,Hoàn thiện cơ bản,Hiện trạng khác,3.06,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Phường Gia Định,170.0
7500000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Nhà dính quy hoạch / lộ giới,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,152.16
9800000000.0,"Nhà ngõ, hẻm",52.0,Đã có sổ,6.0,3.0,4.0,Hoàn thiện cơ bản,Hẻm xe hơi,6.0,True,False,False,True,False,False,True,True,True,False,True,False,False,False,Phường Bình Lợi Trung,162.57
3999000000.0,"Nhà ngõ, hẻm",15.0,Đã có sổ,2.0,3.0,4.0,Không rõ,Thông thường,4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,133.33
2600000000.0,"Nhà ngõ, hẻm",28.8,Đã có sổ,2.0,1.0,2.0,Nội thất đầy đủ,Thông thường,4.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Quới,126.71
5150000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Thông thường,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,107.78
2100000000.0,"Nhà ngõ, hẻm",12.0,Đã có sổ,2.0,3.0,3.0,Hoàn thiện cơ bản,Hiện trạng khác,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Phường Thạnh Mỹ Tây,94.84
35500000000.0,"Nhà ngõ, hẻm",255.0,Đã có sổ,10.0,6.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,4.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Bình Thạnh,147.5
4500000000.0,"Nhà ngõ, hẻm",71.0,Đã có sổ,3.0,2.0,1.0,Nội thất đầy đủ,Hẻm xe hơi,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,155.56
7850000000.0,"Nhà mặt phố, mặt tiền",40.0,Đã có sổ,3.0,4.0,4.0,Không rõ,Nhà nở hậu,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,170.0
7500000000.0,"Nhà ngõ, hẻm",48.0,Đã có sổ,7.0,6.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,140.91
12000000000.0,"Nhà ngõ, hẻm",70.0,Đã có sổ,6.0,5.0,4.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Bình Thạnh,155.56
11000000000.0,"Nhà ngõ, hẻm",82.0,Đã có sổ,9.0,6.0,5.0,Không rõ,Hiện trạng khác,5.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,107.78
3900000000.0,"Nhà mặt phố, mặt tiền",33.0,Đã có sổ,2.0,1.0,2.0,Không rõ,Thông thường,5.2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.05
11500000000.0,"Nhà ngõ, hẻm",64.0,Đã có sổ,4.0,5.0,5.0,Không rõ,Hẻm xe hơi,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.03
13900000000.0,Nhà phố liền kề,100.0,Đã có sổ,5.0,5.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.05
14500000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,5.0,5.0,4.0,Nội thất cao cấp,Hẻm xe hơi,4.0,False,False,True,True,False,False,True,True,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,146.5
3980000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,124.29
12890000000.0,"Nhà ngõ, hẻm",100.0,Đã có sổ,4.0,5.0,4.0,Nội thất đầy đủ,Thông thường,6.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,171.74
4680000000.0,"Nhà ngõ, hẻm",43.0,Đã có sổ,3.0,3.0,2.0,Nội thất đầy đủ,Thông thường,4.0,True,False,False,False,False,False,True,True,False,True,True,False,False,False,Phường Thạnh Mỹ Tây,150.91
8900000000.0,"Nhà ngõ, hẻm",83.0,Đã có sổ,2.0,2.0,2.0,Hoàn thiện cơ bản,Hẻm xe hơi,3.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,155.99
7400000000.0,"Nhà ngõ, hẻm",36.08,Đã có sổ,8.0,6.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,3.57,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,176.33
5900000000.0,"Nhà ngõ, hẻm",48.0,Đã có sổ,4.0,4.0,3.0,Nội thất đầy đủ,Nhà dính quy hoạch / lộ giới,4.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,140.0
5790000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,158.1
7500000000.0,"Nhà ngõ, hẻm",43.1,Đã có sổ,3.0,4.0,3.0,Nội thất đầy đủ,Nhà nở hậu,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,94.84
9000000000.0,"Nhà ngõ, hẻm",55.0,Đã có sổ,4.0,3.0,3.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,158.1
6500000000.0,"Nhà ngõ, hẻm",48.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,132.73
10700000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,4.0,3.0,5.0,Nội thất đầy đủ,Thông thường,3.7,False,False,False,False,False,False,True,False,True,True,False,False,False,False,Phường Gia Định,139.53
7600000000.0,"Nhà ngõ, hẻm",80.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Thông thường,5.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,160.0
13500000000.0,Nhà phố liền kề,90.0,Đã có sổ,3.0,4.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Bình Thạnh,147.5
15000000000.0,Nhà phố liền kề,76.0,Đã có sổ,3.0,3.0,1.0,Nội thất đầy đủ,Hẻm xe hơi,5.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.91
7000000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,4.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,145.23
11000000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,7.0,3.0,3.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,175.0
4590000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Thông thường,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Gia Định,175.0
7500000000.0,"Nhà ngõ, hẻm",44.0,Đã có sổ,3.0,3.0,3.0,Hoàn thiện cơ bản,Nhà nở hậu,3.6,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Phường Thạnh Mỹ Tây,94.84
4680000000.0,"Nhà ngõ, hẻm",28.0,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Hẻm xe hơi,4.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Phường Bình Lợi Trung,151.41
6600000000.0,"Nhà ngõ, hẻm",42.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,158.1
5650000000.0,"Nhà ngõ, hẻm",46.5,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.91
11900000000.0,"Nhà ngõ, hẻm",100.0,Đã có sổ,5.0,5.0,4.0,Không rõ,Hẻm xe hơi,6.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,171.74
21000000000.0,"Nhà mặt phố, mặt tiền",121.5,Đã có sổ,3.0,4.0,1.0,Hoàn thiện cơ bản,Hẻm xe hơi,3.88,True,False,False,False,False,False,True,False,False,False,True,False,False,False,Phường Gia Định,171.38
6200000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,3.0,2.0,2.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.0,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Phường Gia Định,170.0
4800000000.0,"Nhà ngõ, hẻm",43.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,3.6,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,176.33
6250000000.0,"Nhà ngõ, hẻm",41.0,Đã có sổ,2.0,3.0,3.0,Nội thất cao cấp,Hẻm xe hơi,3.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Gia Định,160.0
5900000000.0,"Nhà ngõ, hẻm",53.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,176.33
6800000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,5.0,3.0,4.0,Không rõ,Thông thường,3.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,157.6
5900000000.0,"Nhà ngõ, hẻm",53.0,Đã có sổ,2.0,1.0,2.0,Không rõ,Thông thường,3.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,150.91
3980000000.0,"Nhà ngõ, hẻm",19.0,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Thông thường,3.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Phường Gia Định,124.29
4980000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,157.89
8800000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Thông thường,4.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Phường Bình Thạnh,147.5
5650000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,3.0,4.0,Không rõ,Hẻm xe hơi,5.4,False,False,False,True,False,False,True,True,False,False,True,False,False,False,Phường Bình Lợi Trung,151.05
8000000000.0,"Nhà ngõ, hẻm",130.0,Đã có sổ,1.0,3.0,3.0,Không rõ,Hẻm xe hơi,6.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Bình Lợi Trung,157.6
12500000000.0,"Nhà ngõ, hẻm",54.0,Đã có sổ,9.0,6.0,5.0,Không rõ,Thông thường,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,157.89
4980000000.0,"Nhà ngõ, hẻm",33.0,Đã có sổ,2.0,2.0,2.0,Nội thất cao cấp,Hẻm xe hơi,4.0,False,True,False,False,False,True,True,False,False,False,False,False,False,True,Phường Thạnh Mỹ Tây,176.33
2080000000.0,"Nhà ngõ, hẻm",17.2,Đã có sổ,2.0,2.0,1.0,Không rõ,Thông thường,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,110.14
7980000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,3.0,5.0,6.0,Nội thất cao cấp,Thông thường,4.6,True,False,True,True,False,False,True,True,False,False,False,False,False,False,Phường Gia Định,170.0
7500000000.0,"Nhà ngõ, hẻm",47.0,Đã có sổ,7.0,3.0,3.0,Không rõ,Thông thường,3.92,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Phường Bình Lợi Trung,143.94
12000000000.0,Nhà biệt thự,70.0,Đã có sổ,4.0,3.0,4.0,Nội thất đầy đủ,Thông thường,3.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Phường Bình Lợi Trung,151.05
3950000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,2.0,3.0,3.0,Nội thất đầy đủ,Thông thường,4.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Quới,126.71
33799999999.999996,"Nhà mặt phố, mặt tiền",88.0,Đã có sổ,6.0,6.0,4.0,Nội thất cao cấp,Hẻm xe hơi,4.34,True,False,False,True,False,False,True,True,False,False,False,False,False,False,Phường Thạnh Mỹ Tây,236.36
5940000000.0,"Nhà ngõ, hẻm",69.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hiện trạng khác,3.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phường Bình Thạnh,147.06
6700000000.0,"Nhà mặt phố, mặt tiền",36.0,Đã có sổ,2.0,2.0,3.0,Hoàn thiện cơ bản,Thông thường,4.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,Phường Gia Định,170.0
7650000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,4.0,4.0,5.0,Nội thất cao cấp,Hẻm xe hơi,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Phường Bình Lợi Trung,132.73
